Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Mikkel Kirkeskov,67,LWB  LB,Normal  Controlled,250,2,3,H \ M,66,51,65,67,60,72,"182cm | 6'0""  Average (84kg)",0,381,1816,Holstein Kiel,Bundesliga 2 (GER 2),Denmark
Kaan Kanak,67,"LB  LWB,LM",Normal  Explosive,250,3,3,H \ M,74,65,65,69,62,65,"180cm | 5'11""  Lean (70kg)",2,400,1915,Hatayspor,Süper Lig (TUR 1),Turkey
Luka Tankulić,67,CAM  RM,Normal  Controlled,300,3,4,H \ M,72,63,61,68,31,68,"182cm | 6'0""  Average (77kg)",2,363,1702,SV Meppen,3. Liga (GER 3),Germany
Joel Sánchez,67,CAM  LM,Sudamericana  Explosive,300,3,3,H \ M,81,67,63,67,32,62,"167cm | 5'6""  Short & Lean- (70kg)",0,372,1747,FBC Melgar,CONMEBOL Sudamericana,Peru
Lars Sætra,67,CB,Normal  Controlled,400,2,3,L \ M,33,37,52,48,66,78,"195cm | 6'5""  High & Average (90kg)",3,314,1408,Kalmar FF,Allsvenskan (SWE 1),Norway
Jason Davidson,67,LB  LWB,Normal  Controlled,300,3,2,H \ M,65,52,63,66,62,68,"180cm | 5'11""  Average (72kg)",1,376,1778,KAS Eupen,1A Pro League (BEL 1),Australia
Denis Alibec,67,ST  CF,Normal  Lengthy,700,4,3,M \ L,64,69,64,68,38,77,"187cm | 6'2""  High & Average (88kg)",2,380,1816,FC Farul Constanta,Liga I (ROM 1),Romania
Sam Morsy,67,CM  CDM,Normal  Controlled,300,2,3,M \ H,51,59,62,68,64,80,"173cm | 5'8""  Stocky (75kg)",5,384,1838,Ipswich,EFL League One (ENG 3),Egypt
Yann-Erik de Lanlay,67,"RW  RM,CM,LW",Normal  Explosive,350,3,3,M \ M,82,60,62,69,51,60,"180cm | 5'11""  Average (72kg)",0,384,1811,Viking FK,Eliteserien (NOR 1),Norway
Mark Gillespie,67,GK,Normal  Controlled,650,1,3,M \ M,68,65,64,70,34,67,"192cm | 6'4""  High & Average (83kg)",0,368,841,Newcastle Utd,Premier League,England
Darryl Lachman,67,CB,Normal  Lengthy,400,2,3,H \ M,70,43,54,59,64,80,"189cm | 6'2""  High & Stocky (75kg)",0,370,1668,Perth Glory,A-League (AUS 1),Curaçao
Scott Bain,67,GK,Normal  Controlled,300,1,3,M \ M,68,62,68,72,54,61,"183cm | 6'0""  Average (84kg)",2,385,1016,Celtic,Scottish Premiership (SPFL),Scotland
Josh McEachran,67,CM,Normal  Controlled,300,3,3,L \ M,52,46,70,70,63,53,"178cm | 5'10""  Lean (65kg)",0,354,1734,MK Dons,EFL League One (ENG 3),England
Young Sun Yun,67,CB,Normal  Lengthy,400,2,4,M \ H,57,33,55,46,65,73,"185cm | 6'1""  High & Average (78kg)",0,329,1563,Jeonbuk Hyundai,K League 1 (KOR 1),Korea Republic
Mike Wunderlich,67,CAM  CM,Normal  Controlled,300,3,3,H \ M,65,68,67,69,35,65,"184cm | 6'0""  Average (70kg)",0,369,1803,Kaiserslautern,Bundesliga 2 (GER 2),Germany
Pablo Chavarría,67,ST  CF,Normal  Controlled,250,3,4,H \ H,65,67,65,67,35,76,"185cm | 6'1""  High & Average (80kg)",0,375,1823,Málaga CF,LaLiga SmartBank (ESP 2),Argentina
Fran García,67,LB  LWB,Normal  Explosive,250,2,3,H \ M,77,34,57,63,62,68,"170cm | 5'7""  Short & Lean- (70kg)",0,361,1715,Burgos CF,LaLiga SmartBank (ESP 2),Spain
Marvin Potzmann,67,"RB  RWB,LB,LM",Normal  Controlled,250,3,3,M \ H,74,62,62,67,63,67,"180cm | 5'11""  Average (78kg)",1,395,1849,LASK,Ö Bundesliga (AUT 1),Austria
Daniel Batz,67,GK,Normal  Controlled,300,1,2,M \ M,67,64,65,70,35,64,"191cm | 6'3""  High & Average (88kg)",2,365,815,Saarbrücken,3. Liga (GER 3),Germany
Jake Forster-Caskey,67,CM,Normal  Controlled,300,3,2,H \ M,64,62,66,69,63,67,"178cm | 5'10""  Average (64kg)",0,391,1898,Charlton Ath,EFL League One (ENG 3),England
Colin Coosemans,67,GK,Normal  Controlled,250,1,4,M \ M,67,63,69,69,44,68,"186cm | 6'1""  High & Average (84kg)",1,380,915,RSC Anderlecht,1A Pro League (BEL 1),Belgium
Laurent Henkinet,67,GK,Normal  Controlled,300,1,3,M \ M,69,67,69,66,51,65,"188cm | 6'2""  High & Average (88kg)",0,387,939,Standard Liège,1A Pro League (BEL 1),Belgium
Lukas Hinterseer,67,ST  CF,Normal  Controlled,250,3,3,H \ M,41,67,62,65,40,76,"192cm | 6'4""  High & Average+ (86kg)",-1,351,1732,Hansa Rostock,Bundesliga 2 (GER 2),Austria
Steven Skrzybski,67,"ST  RM,CAM,CF",Normal  Explosive,300,3,3,M \ M,73,70,63,69,33,61,"174cm | 5'9""  Average (70kg)",2,369,1792,Holstein Kiel,Bundesliga 2 (GER 2),Germany
Loris Néry,67,"RB  RWB,CB",Normal  Controlled,500,2,3,M \ M,71,48,60,65,62,75,"174cm | 5'9""  Average (73kg)",0,381,1819,Grenoble,Ligue 2 (FRA 2),France
Richard Smallwood,67,CDM,Normal  Controlled,300,2,2,M \ H,50,55,61,57,65,72,"180cm | 5'11""  Average (72kg)",4,360,1737,Bradford City,EFL League Two (ENG 4),England
Carl Jenkinson,67,RB  RWB,Normal  Controlled,300,3,2,M \ M,70,54,63,65,64,70,"185cm | 6'1""  High & Average (77kg)",2,386,1816,Newcastle Jets,A-League (AUS 1),England
Michał Kucharczyk,67,RM  RW,Normal  Explosive,350,3,3,H \ M,78,64,61,69,42,66,"178cm | 5'10""  Average (72kg)",1,380,1815,Pogoń Szczecin,Polski Ekstraklasa (POL 1),Poland
Tomáš Přikryl,67,"RM  RWB,RW",Normal  Explosive,250,3,3,M \ L,79,64,61,69,50,61,"177cm | 5'10""  Lean (69kg)",0,384,1816,Jagiellonia,Polski Ekstraklasa (POL 1),Czech Republic
Rafał Janicki,67,CB,Normal  Controlled,400,2,2,M \ M,51,35,55,52,66,75,"191cm | 6'3""  High & Average (82kg)",1,334,1586,Górnik Zabrze,Polski Ekstraklasa (POL 1),Poland
Doneil Henry,67,CB,Normal  Lengthy,350,2,2,M \ H,67,36,50,46,62,86,"188cm | 6'2""  High & Stocky (88kg)",2,347,1580,Toronto FC,Major League Soccer,Canada
Jakob Ankersen,67,"LM  RM,LW",Normal  Explosive,250,3,2,M \ M,81,60,61,68,47,68,"178cm | 5'10""  Lean (71kg)",0,385,1823,Randers FC,3F Superliga (DEN 1),Denmark
Álvaro,67,ST  CF,Normal  Controlled,250,3,3,M \ L,70,69,60,66,41,69,"182cm | 6'0""  Average (79kg)",0,375,1782,FC Goa,Indian Super League (IND 1),Spain
Yacine Qasmi,67,ST  CF,Normal  Controlled,300,3,4,M \ L,56,68,48,64,30,70,"184cm | 6'0""  Average (79kg)",1,336,1618,CD Leganés,LaLiga SmartBank (ESP 2),Morocco
Kevin Kraus,67,CB,Normal  Controlled,400,2,3,M \ M,48,41,47,42,65,79,"190cm | 6'3""  High & Average (91kg)",0,322,1503,Kaiserslautern,Bundesliga 2 (GER 2),Germany
Simon Thern,67,CM,Normal  Controlled,300,3,4,H \ M,75,64,66,70,58,68,"181cm | 5'11""  Average (76kg)",-1,401,1886,IFK Göteborg,Allsvenskan (SWE 1),Sweden
Chuks Aneke,67,ST  CF,Normal  Lengthy,300,3,3,M \ M,54,67,62,64,52,71,"191cm | 6'3""  High & Stocky (100kg)",0,370,1748,Charlton Ath,EFL League One (ENG 3),England
Josh Williams,67,CB,Normal  Controlled,400,2,3,M \ M,57,46,59,57,66,75,"188cm | 6'2""  High & Stocky (88kg)",-1,360,1705,Columbus Crew SC,Major League Soccer,United States
Ziya Erdal,67,LB  LWB,Normal  Controlled,250,2,2,M \ M,66,51,58,62,66,69,"182cm | 6'0""  Average (73kg)",-1,372,1736,Sivasspor,Süper Lig (TUR 1),Turkey
Javi Hernández,67,"CAM  LM,CF",Normal  Controlled,350,3,2,M \ L,67,67,67,67,45,63,"184cm | 6'0""  Average (79kg)",0,376,1745,Bengaluru FC,Indian Super League (IND 1),Spain
Joe Newell,67,CM  CDM,Normal  Controlled,300,3,3,M \ M,54,56,69,67,63,73,"185cm | 6'1""  High & Average+ (71kg)",1,382,1849,Hibernian,Scottish Premiership (SPFL),England
Martin Angha,67,CB,Normal  Controlled,250,2,4,M \ M,71,37,57,64,65,75,"187cm | 6'2""  High & Average+ (79kg)",0,369,1701,Al Adalah,MBS Pro League (SAU 1),Switzerland
Sean McDermott,67,GK,Normal  Controlled,250,1,2,M \ M,69,65,61,69,40,66,"185cm | 6'1""  High & Average (83kg)",0,370,842,Kristiansund,Eliteserien (NOR 1),Republic of Ireland
Josh Scowen,67,CDM  CM,Normal  Controlled,300,2,3,M \ H,57,55,62,66,65,73,"178cm | 5'10""  Lean (74kg)",0,378,1853,Wycombe,EFL League One (ENG 3),England
Anthony Stewart,67,CB,Normal  Lengthy,350,2,3,M \ H,53,22,46,52,66,79,"183cm | 6'0""  Average (76kg)",1,318,1483,Aberdeen,Scottish Premiership (SPFL),England
Oliver Turton,67,"RB  RWB,CB",Normal  Controlled,350,2,3,M \ H,64,43,60,62,63,69,"180cm | 5'11""  Average (75kg)",1,361,1665,Huddersfield,EFL Championship (ENG 2),England
Dan Potts,67,"LB  CB,LWB",Normal  Controlled,300,2,3,M \ M,67,38,58,63,66,68,"178cm | 5'10""  Lean (70kg)",1,360,1664,Luton Town,EFL Championship (ENG 2),England
Martin Pospíšil,67,CM,Normal  Explosive,250,3,3,M \ M,72,55,67,70,60,68,"178cm | 5'10""  Average (78kg)",0,392,1903,Jagiellonia,Polski Ekstraklasa (POL 1),Czech Republic
Manuel Zeitz,67,"CDM  CB,CM",Normal  Lengthy,300,2,3,M \ M,54,54,57,59,66,76,"181cm | 5'11""  Average (79kg)",2,366,1761,Saarbrücken,3. Liga (GER 3),Germany
Richard Windbichler,67,CB  CDM,Normal  Lengthy,250,2,3,M \ H,64,34,53,52,64,74,"183cm | 6'0""  Average (78kg)",0,341,1585,Rongcheng FC,Chinese FA Super L. (CHN 1),Austria
Emir Dilaver,67,CB  RB,Normal  Controlled,300,2,4,M \ M,67,52,59,60,65,73,"184cm | 6'0""  Average (82kg)",0,376,1771,Dinamo Zagreb,Liga Hrvatska (CRO 1),Austria
Rafał Wolski,67,CAM,Normal  Controlled,650,4,3,M \ L,61,61,69,70,32,52,"180cm | 5'11""  Lean (70kg)",1,345,1713,Wisła Płock,Polski Ekstraklasa (POL 1),Poland
Yassin Ayoub,67,CM  CDM,Normal  Controlled,300,3,3,M \ M,69,63,69,68,65,68,"174cm | 5'9""  Average (70kg)",2,402,1926,Excelsior,Eredivisie,Morocco
Craig Forsyth,67,"LB  CB,LWB",Normal  Controlled,250,2,2,M \ H,54,59,63,63,67,67,"189cm | 6'2""  High & Average (83kg)",-1,373,1774,Derby County,EFL League One (ENG 3),Scotland
Jak Alnwick,67,GK,Normal  Controlled,250,1,2,M \ M,67,66,64,67,46,66,"187cm | 6'2""  High & Average (82kg)",0,376,970,Cardiff City,EFL Championship (ENG 2),England
Pascal Breier,67,"LM  RM,ST,LW",Normal  Controlled,500,3,3,M \ M,74,64,59,68,33,72,"185cm | 6'1""  High & Average+ (77kg)",1,370,1746,Hansa Rostock,Bundesliga 2 (GER 2),Germany
Matt Ingram,67,GK,Normal  Controlled,250,1,3,M \ M,72,65,67,70,36,65,"190cm | 6'3""  High & Stocky (82kg)",2,375,747,Hull City,EFL Championship (ENG 2),England
Oriol Rosell Argerich,67,CDM  CM,Normal  Controlled,250,3,4,L \ M,36,56,65,64,65,67,"182cm | 6'0""  Average (76kg)",0,353,1728,Sporting KC,Major League Soccer,Spain
Grant Hall,67,CB,Normal  Controlled,350,2,3,M \ M,56,39,47,45,67,70,"191cm | 6'3""  High & Average (71kg)",0,324,1519,Rotherham Utd,EFL Championship (ENG 2),England
Ryan Williams,67,RM  RW,Normal  Explosive,400,3,3,H \ H,82,59,62,67,52,70,"173cm | 5'8""  Average (67kg)",1,392,1863,Perth Glory,A-League (AUS 1),Australia
Lukáš Droppa,67,CDM  CM,Normal  Lengthy,300,2,3,M \ H,53,56,59,60,65,74,"183cm | 6'0""  Average (84kg)",0,367,1750,FC Voluntari,Liga I (ROM 1),Czech Republic
Tiago Almeida Ilori,67,CB,Normal  Lengthy,350,2,3,L \ M,77,38,49,54,67,70,"190cm | 6'3""  High & Average (78kg)",1,355,1574,Paços Ferreira,Liga NOS (POR 1),Portugal
Herman Stengel,67,CM,Normal  Controlled,250,3,4,M \ M,60,61,67,67,62,76,"180cm | 5'11""  Average (74kg)",1,393,1892,Strømsgodset IF,Eliteserien (NOR 1),Norway
Rachid Bouhenna,67,CB,Normal  Controlled,350,2,3,M \ M,53,44,57,51,65,79,"191cm | 6'3""  High & Average (85kg)",1,349,1675,FCSB,Liga I (ROM 1),Algeria
Pierre-Yves Ngawa,67,CB  RB,Normal  Controlled,350,2,3,M \ M,74,41,50,62,67,71,"187cm | 6'2""  High & Average (75kg)",0,365,1662,OH Leuven,1A Pro League (BEL 1),Belgium
James Husband,67,CB  LB,Normal  Controlled,400,2,3,M \ M,65,49,58,64,67,71,"179cm | 5'10""  Average (65kg)",0,374,1764,Blackpool,EFL Championship (ENG 2),England
Luciano Abecasis,67,RB  RWB,Sudamericana  Controlled,250,3,4,M \ M,75,49,62,65,63,74,"170cm | 5'7""  Short & Lean- (74kg)",0,388,1832,Banfield,CONMEBOL Sudamericana,Argentina
Luís Martins,67,LB  LWB,Normal  Controlled,550,3,2,H \ M,69,60,66,67,62,63,"178cm | 5'10""  Average (73kg)",-1,387,1859,Whitecaps FC,Major League Soccer,Portugal
Dejan Stojanović,67,GK,Normal  Controlled,300,1,2,M \ M,68,64,60,70,37,66,"195cm | 6'5""  High & Average (89kg)",1,365,806,Jahn Regensburg,Bundesliga 2 (GER 2),FYR Macedonia
Jakub Bartkowski,67,RB  RWB,Normal  Controlled,300,2,3,M \ M,78,45,59,60,61,68,"181cm | 5'11""  Average (77kg)",0,371,1725,Pogoń Szczecin,Polski Ekstraklasa (POL 1),Poland
Josh Murphy,67,"LW  LM,ST",Normal  Explosive,350,4,4,H \ L,84,65,60,69,28,50,"173cm | 5'8""  Lean (67kg)",0,356,1657,Oxford United,EFL League One (ENG 3),England
Ollie Norburn,67,CM  CDM,Normal  Controlled,250,3,3,M \ H,74,61,65,66,64,76,"185cm | 6'1""  High & Average (82kg)",0,406,1912,Peterborough,EFL League One (ENG 3),Grenada
Laurent Jans,67,RB  RWB,Normal  Controlled,300,3,4,M \ M,68,49,65,67,64,68,"175cm | 5'9""  Average (75kg)",4,381,1823,SV Waldhof,3. Liga (GER 3),Luxembourg
Cristian Bălgrădean,67,GK,Normal  Controlled,250,1,3,M \ M,67,68,65,65,51,67,"186cm | 6'1""  High & Average (88kg)",0,383,942,CFR 1907 Cluj,Liga I (ROM 1),Romania
Pablo Insua Blanco,67,CB,Normal  Controlled,250,2,3,L \ M,44,36,53,52,68,65,"187cm | 6'2""  High & Average (80kg)",0,318,1512,R. Sporting,LaLiga SmartBank (ESP 2),Spain
Felipe Martins,67,CDM  CM,Normal  Controlled,300,3,4,L \ M,49,64,69,69,60,69,"170cm | 5'7""  Short & Lean- (69kg)",1,380,1847,Austin FC,Major League Soccer,Brazil
Stefan Thesker,67,CB,Normal  Controlled,300,2,3,M \ H,49,38,49,50,68,72,"190cm | 6'3""  High & Average (84kg)",1,326,1536,Holstein Kiel,Bundesliga 2 (GER 2),Germany
Ethan Finlay,67,RM  RW,Normal  Controlled,300,3,3,H \ H,79,62,63,65,42,62,"175cm | 5'9""  Average (73kg)",0,373,1742,Austin FC,Major League Soccer,United States
Joseph-Claude Gyau,67,"RB  RWB,RM",Normal  Explosive,450,4,4,M \ H,91,57,60,71,58,70,"175cm | 5'9""  Average (75kg)",2,407,1879,Degerfors IF,Allsvenskan (SWE 1),United States
Ewerton da Silva Pereira,67,CM  CDM,Normal  Controlled,300,3,3,M \ M,54,60,65,67,66,70,"181cm | 5'11""  Lean (76kg)",1,382,1879,Portimonense SC,Liga NOS (POR 1),Brazil
Ivan Runje,67,CB,Normal  Controlled,250,2,2,M \ H,34,27,49,45,68,67,"192cm | 6'4""  High & Average (87kg)",0,290,1367,Jagiellonia,Polski Ekstraklasa (POL 1),Croatia
Leonard Zuta,67,LB  LWB,Normal  Controlled,5K,2,3,M \ M,76,49,63,64,63,70,"183cm | 6'0""  Lean (72kg)",1,385,1799,Vålerenga Fotball,Eliteserien (NOR 1),FYR Macedonia
Josecarlos Van Rankin,67,"RB  RWB,LB",Normal  Controlled,350,3,2,M \ M,73,42,62,65,64,69,"173cm | 5'8""  Average (68kg)",-1,375,1773,Portland Timbers,Major League Soccer,Mexico
Dominik Furman,67,CM  CDM,Normal  Controlled,300,3,4,M \ M,66,64,68,66,64,72,"181cm | 5'11""  Average (72kg)",0,400,1929,Wisła Płock,Polski Ekstraklasa (POL 1),Poland
Filip Starzyński,67,CAM  CM,Normal  Controlled,300,3,3,M \ L,32,66,72,69,45,44,"184cm | 6'0""  Lean (70kg)",0,328,1713,Zagłębie Lubin,Polski Ekstraklasa (POL 1),Poland
Dragoș Grigore,67,CB,Normal  Controlled,900,2,2,L \ H,52,54,56,45,66,74,"185cm | 6'1""  High & Average (76kg)",0,347,1709,FC Rapid,Liga I (ROM 1),Romania
Zlatan Alomerović,67,GK,Normal  Controlled,300,1,3,M \ M,68,66,62,68,37,64,"187cm | 6'2""  High & Average (85kg)",0,365,798,Jagiellonia,Polski Ekstraklasa (POL 1),Serbia
Freddie Ladapo,67,ST  CF,Normal  Controlled,300,3,4,M \ L,81,65,46,66,25,73,"185cm | 6'1""  High & Average (79kg)",2,356,1631,Ipswich,EFL League One (ENG 3),England
Rivero,67,CB  RB,Libertadores  Controlled,300,2,3,M \ M,55,33,50,61,66,71,"179cm | 5'10""  Average (80kg)",0,336,1530,Caracas FC,CONMEBOL Libertadores,Venezuela
Quijada,67,CB  LB,Libertadores  Controlled,300,2,2,L \ M,64,33,55,51,69,67,"187cm | 6'2""  High & Average+ (76kg)",0,339,1547,Caracas FC,CONMEBOL Libertadores,Venezuela
Bevis Mugabi,67,CB  RB,Normal  Lengthy,400,2,3,M \ H,74,33,47,51,65,81,"187cm | 6'2""  High & Stocky (83kg)",5,351,1574,Motherwell,Scottish Premiership (SPFL),Uganda
Brandon O'Neill,67,CDM  CM,Normal  Controlled,300,3,4,M \ H,60,60,65,63,64,74,"179cm | 5'10""  Average (78kg)",0,386,1879,Newcastle Jets,A-League (AUS 1),Australia
Daniel Steres,67,CB,Normal  Controlled,300,2,3,M \ H,40,27,52,51,65,73,"183cm | 6'0""  Average (78kg)",0,308,1492,Houston Dynamo,Major League Soccer,United States
Declan Gallagher,67,CB,Normal  Lengthy,400,2,3,M \ M,59,32,49,49,66,80,"196cm | 6'5""  High & Average (93kg)",-2,335,1530,St. Mirren,Scottish Premiership (SPFL),Scotland
Maciej Gajos,67,"CM  CDM,CAM",Normal  Controlled,250,3,3,M \ M,72,67,66,67,61,70,"174cm | 5'9""  Average (65kg)",0,403,1932,Lechia Gdańsk,Polski Ekstraklasa (POL 1),Poland
Jozabed Sánchez Ruiz,67,"CM  CDM,CAM",Normal  Controlled,250,3,3,M \ M,55,64,68,67,58,66,"180cm | 5'11""  Lean (70kg)",0,378,1858,Málaga CF,LaLiga SmartBank (ESP 2),Spain
Bruno Godeau,67,CB,Normal  Controlled,300,2,3,L \ M,37,35,55,51,70,67,"190cm | 6'3""  High & Average+ (78kg)",0,315,1509,KAA Gent,1A Pro League (BEL 1),Belgium
Brad Smith,67,"LWB  LB,LM",Normal  Explosive,300,2,3,H \ H,82,49,60,65,61,66,"177cm | 5'10""  Average (70kg)",0,383,1739,D.C. United,Major League Soccer,Australia
Sokol Çikalleshi,67,ST  CF,Normal  Lengthy,250,2,3,M \ H,59,67,58,60,35,69,"185cm | 6'1""  High & Average+ (80kg)",1,348,1604,Al Khaleej,MBS Pro League (SAU 1),Albania
Luca Zuffi,67,CDM  CM,Normal  Controlled,1.5K,3,4,M \ M,52,65,70,65,65,65,"180cm | 5'11""  Average (76kg)",0,382,1877,FC Sion,Raiffeisen Super L. (SUI 1),Switzerland
Andreas Hansen,67,GK,Normal  Controlled,750,1,3,M \ M,67,65,69,69,47,66,"186cm | 6'1""  High & Average+ (73kg)",0,383,957,FC Nordsjælland,3F Superliga (DEN 1),Denmark
Marcin Cebula,67,"CF  LM,CAM,ST",Normal  Explosive,500,3,3,H \ H,81,65,66,69,54,65,"177cm | 5'10""  Average (65kg)",4,400,1917,Raków Częstochowa,Polski Ekstraklasa (POL 1),Poland
Adam Dźwigała,67,CB  RB,Normal  Controlled,300,2,3,M \ M,64,44,53,56,64,74,"185cm | 6'1""  High & Average (80kg)",1,355,1697,FC St. Pauli,Bundesliga 2 (GER 2),Poland
Erdoğan Yeşilyurt,67,"RM  RB,LM,RW",Normal  Controlled,300,3,5,M \ M,70,55,65,69,33,61,"175cm | 5'9""  Lean (72kg)",-1,353,1621,Sivasspor,Süper Lig (TUR 1),Germany
Rico Benatelli,67,CDM  CM,Normal  Controlled,250,3,4,M \ M,46,62,66,68,60,71,"181cm | 5'11""  Average (82kg)",0,373,1806,SK Austria Klagenfurt,Ö Bundesliga (AUT 1),Germany
Ben Garuccio,67,LB  LWB,Normal  Controlled,250,2,3,H \ M,76,52,62,66,61,67,"174cm | 5'9""  Average (73kg)",2,384,1830,Western United,A-League (AUS 1),Australia
Martin Konczkowski,67,"RB  RWB,RM",Normal  Controlled,350,3,2,H \ H,76,40,65,62,60,71,"181cm | 5'11""  Average (78kg)",0,374,1750,Śląsk Wrocław,Polski Ekstraklasa (POL 1),Poland
Patrick Göbel,67,RM  RW,Normal  Explosive,300,3,3,H \ M,76,52,67,68,57,64,"173cm | 5'8""  Average (68kg)",0,384,1831,FSV Zwickau,3. Liga (GER 3),Germany
Philipp Klewin,67,GK,Normal  Controlled,250,1,2,M \ M,67,63,60,66,42,69,"192cm | 6'4""  High & Average (86kg)",0,367,806,Erzgebirge Aue,3. Liga (GER 3),Germany
Dimitrij Nazarov,67,CAM  ST,Normal  Controlled,250,4,4,M \ M,63,69,63,69,32,62,"184cm | 6'0""  Average (73kg)",3,358,1750,Erzgebirge Aue,3. Liga (GER 3),Azerbaijan
Tobias Schröck,67,CB  CDM,Normal  Lengthy,300,2,3,M \ M,64,63,58,59,65,77,"188cm | 6'2""  High & Average (84kg)",0,386,1823,FC Ingolstadt,3. Liga (GER 3),Germany
Kearyn Baccus,67,CDM  CM,Normal  Controlled,250,2,4,M \ M,69,48,63,63,64,66,"180cm | 5'11""  Average (75kg)",-2,373,1772,Macarthur FC,A-League (AUS 1),Australia
Alexandru Chipciu,67,"RW  RM,LW",Normal  Controlled,250,3,4,H \ H,74,67,67,67,52,70,"176cm | 5'9""  Average (73kg)",1,397,1909,FC Univ. Cluj,Liga I (ROM 1),Romania
Ricardo Almeida Santos,67,CB,Normal  Lengthy,400,2,3,H \ M,68,39,45,51,66,85,"196cm | 6'5""  High & Average (100kg)",1,354,1549,Bolton,EFL League One (ENG 3),Portugal
Karol Angielski,67,ST  CF,Normal  Controlled,300,3,3,H \ M,73,66,54,64,26,72,"177cm | 5'10""  Average (70kg)",-1,355,1686,Sivasspor,Süper Lig (TUR 1),Poland
Germán Parreño,67,GK,Normal  Controlled,250,1,3,M \ M,64,67,63,68,36,65,"189cm | 6'2""  High & Average (78kg)",-1,363,911,UD Ibiza,LaLiga SmartBank (ESP 2),Spain
Jordan Jones,67,"LM  RM,CM,LW",Normal  Explosive,350,4,3,H \ M,90,60,63,68,40,45,"174cm | 5'9""  Average (61kg)",0,366,1722,Kilmarnock,Scottish Premiership (SPFL),Northern Ireland
Enzo Basilio,67,GK,Normal  Controlled,400,1,3,M \ M,67,64,64,68,46,63,"187cm | 6'2""  High & Average+ (75kg)",0,372,805,EA Guingamp,Ligue 2 (FRA 2),France
Pyeong Gook Yun,67,GK,Normal  Controlled,300,1,3,M \ M,68,65,63,71,47,66,"188cm | 6'2""  High & Average (79kg)",1,380,837,Pohang Steelers,K League 1 (KOR 1),Korea Republic
Jón Daði Böðvarsson,67,ST  CF,Normal  Lengthy,350,3,4,H \ H,69,64,60,65,37,70,"190cm | 6'3""  High & Average (85kg)",1,365,1723,Bolton,EFL League One (ENG 3),Iceland
Jordan Marié,67,CM  CDM,Normal  Controlled,400,3,3,M \ M,37,52,65,69,65,60,"177cm | 5'10""  Lean (73kg)",0,348,1714,Dijon FCO,Ligue 2 (FRA 2),France
Jae Yong Jeong,67,CDM  CM,Normal  Controlled,250,2,3,M \ M,48,62,61,61,63,78,"188cm | 6'2""  High & Average (83kg)",0,373,1774,Suwon FC,K League 1 (KOR 1),Korea Republic
Samuel Asamoah,67,CM  CDM,Normal  Explosive,300,3,3,M \ H,73,57,66,70,63,64,"163cm | 5'4""  Short & Lean- (64kg)",0,393,1920,FC U Craiova 1948,Liga I (ROM 1),Togo
Saulo Decarli,67,CB,Normal  Lengthy,250,2,2,M \ M,57,34,50,54,67,70,"188cm | 6'2""  High & Average+ (82kg)",2,332,1562,Braunschweig,Bundesliga 2 (GER 2),Switzerland
Matt Macey,67,GK,Normal  Controlled,400,1,2,M \ M,69,66,64,66,39,66,"201cm | 6'7""  High & Average+ (81kg)",1,370,818,Luton Town,EFL Championship (ENG 2),England
Daniel De Silva,67,"LW  CM,LM,CAM",Normal  Explosive,250,3,3,M \ M,79,59,65,72,48,58,"170cm | 5'7""  Short & Lean (60kg)",0,381,1811,Macarthur FC,A-League (AUS 1),Australia
Jordan Houghton,67,CDM,Normal  Lengthy,300,2,3,M \ H,59,51,64,61,63,75,"183cm | 6'0""  Lean (77kg)",1,373,1793,Plymouth Argyle,EFL League One (ENG 3),England
Welinton Júnior,67,"ST  CF,LW",Normal  Explosive,300,3,3,M \ M,77,70,61,71,22,49,"175cm | 5'9""  Lean (67kg)",0,350,1724,Portimonense SC,Liga NOS (POR 1),Brazil
Elias Andersson,67,CM  LB,Normal  Controlled,400,3,2,M \ M,65,58,69,69,56,63,"178cm | 5'10""  Lean (74kg)",0,380,1829,Djurgårdens IF,Allsvenskan (SWE 1),Sweden
Nicolás Orellana,67,"LW  LM,ST",Sudamericana  Controlled,250,3,2,M \ M,81,65,61,67,28,72,"180cm | 5'11""  Average (73kg)",0,374,1744,Unión La Calera,CONMEBOL Sudamericana,Chile
Matías Laba,67,CDM  CM,Normal  Controlled,450,2,2,L \ M,66,50,61,63,63,73,"174cm | 5'9""  Average (70kg)",0,376,1800,Central Córdoba,Primera División (ARG 1),Argentina
Jhon Freddy Pajoy,67,"RM  LM,RW,LW",Sudamericana  Explosive,200,3,3,H \ L,81,63,63,71,29,53,"175cm | 5'9""  Average (74kg)",0,360,1718,Junior,CONMEBOL Sudamericana,Colombia
Paul Mullin,67,ST  CF,Normal  Controlled,250,3,3,H \ M,75,68,56,66,38,72,"178cm | 5'10""  Average (71kg)",11,375,1787,Wrexham AFC,National League (ENG 5),England
Federico Bravo,67,CDM  CB,Sudamericana  Controlled,350,2,2,L \ H,51,45,59,59,64,80,"185cm | 6'1""  High & Average+ (77kg)",-1,358,1696,Deportes Antofagasta,CONMEBOL Sudamericana,Argentina
Míguez,67,CB  CDM,Libertadores  Lengthy,300,2,3,L \ M,56,55,61,62,66,74,"183cm | 6'0""  Stocky (81kg)",2,374,1745,Alianza Lima,CONMEBOL Libertadores,Uruguay
